region_name,region_code,income_group_name,income_group_code,country_name,country_code,r2m_name,r2m_code,sdg_name,sdg_code,indicator_name,indicator_code,sex,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Eastern Asia,ASF,High income,HIC,Japan,JPN,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,96.42204,,,96.64558,,
Western Asia,ASW,Upper middle income,UMC,Jordan,JOR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,25.4711,,,24.61591,,
Central Asia,ASC,Upper middle income,UMC,Kazakhstan,KAZ,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,42.10509,,,53.90742,,
Eastern Africa,AFE,Lower middle income,LMC,Kenya,KEN,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,42.34346,,,55.20554,,
Micronesia,OMI,Lower middle income,LMC,Kiribati,KIR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Micronesia,OMI,Lower middle income,LMC,Kiribati,KIR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,Low income,LIC,"Korea, Dem. Rep.",PRK,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,Low income,LIC,"Korea, Dem. Rep.",PRK,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,High income,HIC,"Korea, Rep.",KOR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,93.04687,,,94.36082,,
Southern Europe,EUZ,Lower middle income,LMC,Kosovo,XKX,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,44.30996,,,47.80315,,
Western Asia,ASW,High income,HIC,Kuwait,KWT,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,86.77325,,,72.90818,,
Central Asia,ASC,Lower middle income,LMC,Kyrgyzstan,KGZ,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,3.757264,,,18.4706,,
South­Eastern Asia,ASE,Lower middle income,LMC,Lao PDR,LAO,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,26.77346,,,,,
Northern Europe,EUN,High income,HIC,Latvia,LVA,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,89.65883,,,90.21825,,
Western Asia,ASW,Upper middle income,UMC,Lebanon,LBN,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,37.02732,,,46.92714,,
Southern Africa,AFZ,Lower middle income,LMC,Lesotho,LSO,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,18.49702,,,,,
Western Africa,AFW,Low income,LIC,Liberia,LBR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,18.80147,,,,,
Northern Africa,AFN,Upper middle income,UMC,Libya,LBY,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Northern Africa,AFN,Upper middle income,UMC,Libya,LBY,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Western Europe,EUW,High income,HIC,Liechtenstein,LIE,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Western Europe,EUW,High income,HIC,Liechtenstein,LIE,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Northern Europe,EUN,High income,HIC,Lithuania,LTU,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,73.7552,,,77.90629,,
Western Europe,EUW,High income,HIC,Luxembourg,LUX,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,94.58679,,,96.16869,,
Eastern Asia,ASF,High income,HIC,"Macao SAR, China",MAC,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,High income,HIC,"Macao SAR, China",MAC,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,Upper middle income,UMC,"Macedonia, FYR",MKD,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,73.69894,,,71.7985,,
Eastern Africa,AFE,Low income,LIC,Madagascar,MDG,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,5.523223,,,5.727489,,
Eastern Africa,AFE,Low income,LIC,Malawi,MWI,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,16.54061,,,16.13567,,
South­Eastern Asia,ASE,Upper middle income,UMC,Malaysia,MYS,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,66.17381,,,80.67462,,
Southern Asia,ASZ,Upper middle income,UMC,Maldives,MDV,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Southern Asia,ASZ,Upper middle income,UMC,Maldives,MDV,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Western Africa,AFW,Low income,LIC,Mali,MLI,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,8.213853,,,13.25341,,
Southern Europe,EUZ,High income,HIC,Malta,MLT,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,95.27007,,,96.328,,
Micronesia,OMI,Upper middle income,UMC,Marshall Islands,MHL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Micronesia,OMI,Upper middle income,UMC,Marshall Islands,MHL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Western Africa,AFW,Lower middle income,LMC,Mauritania,MRT,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,17.46181,,,20.44538,,
Eastern Africa,AFE,Upper middle income,UMC,Mauritius,MUS,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,80.12321,,,82.20827,,
Central America,AMM,Upper middle income,UMC,Mexico,MEX,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,27.42938,,,38.69535,,
Micronesia,OMI,Lower middle income,LMC,Micronesia,FSM,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Micronesia,OMI,Lower middle income,LMC,Micronesia,FSM,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Eastern Europe,EUE,Lower middle income,LMC,Moldova,MDA,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,18.06632,,,17.75575,,
Western Europe,EUW,High income,HIC,Monaco,MCO,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Western Europe,EUW,High income,HIC,Monaco,MCO,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Eastern Asia,ASF,Lower middle income,LMC,Mongolia,MNG,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,77.71709,,,91.82178,,
Southern Europe,EUZ,Upper middle income,UMC,Montenegro,MNE,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,50.43801,,,59.82601,,
Northern Africa,AFN,Lower middle income,LMC,Morocco,MAR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,39.07011,,,,,
Eastern Africa,AFE,Low income,LIC,Mozambique,MOZ,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Eastern Africa,AFE,Low income,LIC,Mozambique,MOZ,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
South­Eastern Asia,ASE,Lower middle income,LMC,Myanmar,MMR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,22.6204,,
Southern Africa,AFZ,Upper middle income,UMC,Namibia,NAM,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,58.06324,,
Micronesia,OMI,High income,HIC,Nauru,NRU,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Micronesia,OMI,High income,HIC,Nauru,NRU,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Southern Asia,ASZ,Low income,LIC,Nepal,NPL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,25.30856,,,33.80135,,
Western Europe,EUW,High income,HIC,Netherlands,NLD,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,98.65853,,,99.2956,,
Melanesia,OME,High income,HIC,New Caledonia,NCL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Melanesia,OME,High income,HIC,New Caledonia,NCL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Australia and New Zealand,OAZ,High income,HIC,New Zealand,NZL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,99.43673,,,99.52554,,
Central America,AMM,Lower middle income,LMC,Nicaragua,NIC,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,14.21833,,,18.8548,,
Western Africa,AFW,Low income,LIC,Niger,NER,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,1.521699,,,3.490045,,
Western Africa,AFW,Lower middle income,LMC,Nigeria,NGA,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,29.66754,,,44.1732,,
Northern Europe,EUN,High income,HIC,Norway,NOR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,100,,
Western Asia,ASW,High income,HIC,Oman,OMN,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,73.60242,,,,,
Southern Asia,ASZ,Lower middle income,LMC,Pakistan,PAK,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,10.3063,,,8.706139,,
Micronesia,OMI,Upper middle income,UMC,Palau,PLW,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Micronesia,OMI,Upper middle income,UMC,Palau,PLW,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Western Asia,ASW,Lower middle income,LMC,Palestine,PSE,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,19.42803,,,24.24381,,
Central America,AMM,Upper middle income,UMC,Panama,PAN,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,24.92649,,,43.40355,,
Melanesia,OME,Lower middle income,LMC,Papua New Guinea,PNG,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Melanesia,OME,Lower middle income,LMC,Papua New Guinea,PNG,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
South America,AMZ,Upper middle income,UMC,Paraguay,PRY,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,21.72015,,,,,
South America,AMZ,Upper middle income,UMC,Peru,PER,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,20.45868,,,28.97523,,
South­Eastern Asia,ASE,Lower middle income,LMC,Philippines,PHL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,26.55593,,,28.06573,,
Eastern Europe,EUE,High income,HIC,Poland,POL,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,70.19429,,,77.86217,,
Southern Europe,EUZ,High income,HIC,Portugal,PRT,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,81.22942,,,87.38635,,
Caribbean,AMC,High income,HIC,Puerto Rico,PRI,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,69.73527,,
Western Asia,ASW,High income,HIC,Qatar,QAT,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,65.87539,,,,,
Eastern Europe,EUE,Upper middle income,UMC,Romania,ROU,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,44.59163,,,60.79454,,
Eastern Europe,EUE,Upper middle income,UMC,Russian Federation,RUS,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,48.17849,,,67.38309,,
Eastern Africa,AFE,Low income,LIC,Rwanda,RWA,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,32.76382,,,38.14489,,
Polynesia,OPY,Lower middle income,LMC,Samoa,WSM,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Polynesia,OPY,Lower middle income,LMC,Samoa,WSM,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,High income,HIC,San Marino,SMR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
Southern Europe,EUZ,High income,HIC,San Marino,SMR,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS,,,,,,,,,,,,,,,,,,
Middle Africa,AFM,Lower middle income,LMC,Sao Tome and Principe,STP,Indicator 18: Formal financial account,18,Goal 8: Decent Work and Economic Growth,8,Account at a financial institution (% age 15+),SF.FIN.ACCT.ZS.MF,Both,,,,,,,,,,,,,,,,,
